"ResponseID","Status","StartDate","EndDate","rain1","rain2","temp1","temp2","political1","political2","football1","football2","baseball1","baseball2","movies1","movies2","housing1","housing2","crime1","crime2","geo1","geo2","pop1","pop2","soccer1","soccer2","ocean1","ocean2","s_chicago","s_minn","s_pitt","s_portland","s_obama","s_romney","s_cardinals","s_49ers","s_spiderman","s_batman","s_atlanta","s_nashville","s_columbus","s_detroit","s_nevada","s_wyoming","s_istanbul","s_shanghai","s_italy","s_germany","s_atlantic","s_indian","s_cubs","s_dodgers","e_rain1","e_rain2","e_rain3","e_rain4","e_rain5","e_rain6","e_rain7","e_rain8","e_temp1","e_temp2","e_temp3","e_temp4","e_temp5","e_temp6","e_temp7","e_temp8","e_politics1","e_politics2","e_politics3","e_politics4","e_politics5","e_politics6","e_politics7","e_politics8","e_football1","e_football2","e_football3","e_football4","e_football5","e_football6","e_football7","e_football8","e_baseball1","e_baseball2","e_baseball3","e_baseball4","e_baseball5","e_baseball6","e_baseball7","e_baseball8","e_movies1","e_movies2","e_movies3","e_movies4","e_movies5","e_movies6","e_movies7","e_movies8","e_housing1","e_housing2","e_housing3","e_housing4","e_housing5","e_housing6","e_housing7","e_housing8","e_crime1","e_crime2","e_crime3","e_crime4","e_crime5","e_crime6","e_crime7","e_crime8","e_geo1","e_geo2","e_geo3","e_geo4","e_geo5","e_geo6","e_geo7","e_geo8","e_pop1","e_pop2","e_pop3","e_pop4","e_pop5","e_pop6","e_pop7","e_pop8","e_soccer1","e_soccer2","e_soccer3","e_soccer4","e_soccer5","e_soccer6","e_soccer7","e_soccer8","e_ocean1","e_ocean2","e_ocean3","e_ocean4","e_ocean5","e_ocean6","e_ocean7","e_ocean8","k_rain","k_rain","k_temp","k_temp","k_presiden","k_presiden","k_football","k_football","k_baseball","k_baseball","k_movies","k_movies","k_housing","k_housing","k_crime","k_crime","k_geo","k_geo","k_populat","k_populat","k_soccer","k_soccer","k_ocean","k_ocean","dcheck1","dcheck2_1","dcheck2_2","dcheck2_3","dcheck2_4","dcheck2_5","dcheck2_6","dcheck2_7","dcheck2_8","dcheck2_9","dcheck2_10","age","gender","outside_sources","comments","target1","target2","target3","target4","target5","target6","target7","target8","target9","target10","target11","target12","block1","block2","block3","block4","block5","block6"
"R_8xqvEUcmoH5zlQM","0","6/7/12 20:53","6/7/12 21:05","","50","","","","","50","","","","","","","","","20","","","","90","80","","","0","100","80","","","","","50","100","","","","","30","100","","","50","100","100","80","100","40","","","","","","","5","6","1","5","","","","","","","","","","","","","","","","","6","6","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","2","3","","","","","","","","","","","","","7","7","1","2","4","6","5","5","","","","","","","","","6","5","4","1","","2","","","","","1","","","","","","","","","4","","","","4","7","","","9","2","","","","","","","","","","","19","2","2","","Rain B","","","Football A","","","","Crime B","","Population B","Soccer A","Ocean Size B","football","population","ocean","crime","soccer","rain"
"R_b1nDkqNexkGBcmU","0","6/7/12 20:57","6/7/12 21:05","","","","","88","","","","","","30","","48","","","0","60","","","","","","90","","","","","","100","30","","","80","100","100","60","20","100","100","90","","","","","100","20","","","","","","","","","","","","","","","","","","","3","2","1","2","","","","","","","","","","","","","","","","","","","","","1","1","1","4","","","","","7","1","7","1","","","","","","","","","7","1","7","1","7","1","7","1","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","9","","","","","","10","","6","","","10","3","","","","","","7","","2","","","","","","","","","","","26","2","2","No, thank you.","","","US President A","","","Box Office A","Housing Prices A","Crime B","State Size A","","","Ocean Size A","politics","housing","state size","crime","movies","ocean"
"R_8caNG718lk92Hxa","0","6/7/12 20:59","6/7/12 21:06","","20","","","","50","","30","","50","","","","","","","","","10","","","","40","","20","100","","","50","100","50","100","","","","","","","","","10","100","","","50","100","25","100","","","","","1","6","1","6","","","","","","","","","","","","","3","4","2","5","","","","","4","5","4","5","","","","","3","5","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","3","5","","","","","","","","","","","","","4","5","2","4","","","","","","6","","","","6","","3","","4","","","","","","","","","2","","","","5","","2","","","","","","","","","","","26","2","2","none","Rain B","","US President B","Football B","Baseball B","","","","","Population A","","Ocean Size A","football","politics","ocean","baseball","population","rain"
"R_dmy5EYtd6FAtDla","0","6/7/12 21:00","6/7/12 21:09","","","","30","35","","0","","","","","","","75","","","80","","","","","40","","","","","0","100","0","100","0","100","","","100","0","","","100","0","","","100","0","","","","","","","","","","","","","","","","","6","3","3","1","1","7","1","7","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","5","4","2","2","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","4","5","1","5","","","","","","","","","","","","7","5","","11","","","","","","","8","","","8","","","","","2","","","2","","","","","","","","","","","33","2","2","","","Temperature B","US President A","Football A","","","Housing Prices B","","State Size A","","Soccer B","","soccer","state size","politics","housing","temp","football"
"R_1BtwlWBXzWLVjLu","0","6/7/12 20:59","6/7/12 21:09","30","","","","","","","","60","","","60","","","80","","","","","70","","40","","","60","100","","","","","","","90","100","","","60","100","","","70","100","100","80","","","100","80","5","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","6","1","6","","","","","","","","","2","3","3","3","","","","","","","","","7","3","4","2","","","","","","","","","","","","","","","","","6","2","4","2","","","","","4","6","1","6","","","","","","","","","4","","","","","","","","2","","","4","","","6","","","","","3","","1","","","2","","","","","","","","","","","31","2","2","","Rain A","","","","Baseball A","Box Office B","","Crime A","","Population B","Soccer B","","rain","baseball","population","crime","soccer","movies"
"R_23RJbFCOczo2hUg","0","6/7/12 21:03","6/7/12 21:09","40","","","85","","","","50","","","","100","70","","","","","55","","","","","","","65","100","100","20","","","50","100","20","100","100","75","","","95","100","","","","","","","","","6","1","1","1","","","","","","","","","5","5","1","5","","","","","","","","","","","","","6","4","4","4","","","","","","","","","","","","","7","7","1","7","1","7","1","7","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","3","","","5","","","","1","","","","8","1","","","","","3","","","","","","","2","","","","","","","","","","","25","2","2","","Rain A","Temperature B","","Football B","","Box Office B","Housing Prices A","","State Size B","","","","movies","temp","housing","football","rain","state size"
"R_0rKherlOR20wweg","0","6/7/12 21:03","6/7/12 21:10","","","","","","","70","","50","","","","50","","","80","80","","","","40","","","","","","","","","","100","30","","","90","100","50","100","100","20","","","30","100","","","70","100","","","","","","","","","","","","","","","","","","","","","","","","","2","2","3","3","","","","","5","5","5","5","","","","","","","","","","","","","5","4","2","2","","","","","","","","","2","2","3","3","2","3","4","4","","","","","","","","","","","","","2","2","3","3","","","","","","","","","","","","","","","","","","","6","","8","","","","9","","","3","2","","","","7","","","","2","","","","","","","","","","","22","2","2","","","","","Football A","Baseball A","","Housing Prices A","Crime B","State Size A","","Soccer A","","crime","baseball","soccer","state size","housing","football"
"R_3aBX5otejFgCKfG","0","6/7/12 21:02","6/7/12 21:10","","","","","","50","","","","","90","","","","75","","","","","75","","50","","0","","","","","100","100","","","100","10","","","25","100","","","75","100","100","100","100","0","","","","","","","","","","","","","","","","","","","","","","","2","4","1","6","","","","","","","","","","","","","","","","","5","4","1","4","","","","","","","","","","","","","6","3","1","2","","","","","","","","","","","","","","","","","7","1","7","1","","","","","1","4","1","5","","","","","1","1","7","1","","","","","","6","","","","","8","","","","8","","","","","9","","6","","11","2","","","","","","","","","","","28","1","2","No","","","US President B","","","Box Office A","","Crime A","","Population B","Soccer B","Ocean Size B","movies","crime","politics","population","ocean","soccer"
"R_1FwwxFL5LysiKoY","0","6/7/12 20:53","6/7/12 21:11","60","","","","","","","","","50","90","","","","","","","60","40","","","40","","","100","50","","","","","","","100","50","","","","","50","100","50","100","100","50","","","50","100","5","6","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","6","3","6","2","6","2","","","","","","","","","","","","","","","","","","","","","","","","","3","6","2","6","7","2","6","2","","","","","","","","","3","5","3","6","","","","","","","","","5","","","","","","","","","6","10","","","","","","","5","10","","","5","","","2","","","","","","","","","","","50","2","2","I was trying to figure out exactly what te study was trying to find out.","Rain A","","","","Baseball B","Box Office A","","","State Size B","Population A","Soccer B","","baseball","population","movies","soccer","state size","rain"
"R_3rvf42TnS9PNcSE","0","6/7/12 21:10","6/7/12 21:16","","","","","70","","","","","40","","75","","","80","","","","20","","","","60","","","","","","100","75","","","30","100","","","20","100","","","35","100","","","100","70","100","60","","","","","","","","","","","","","","","","","5","2","4","3","","","","","","","","","","","","","","","","","1","7","1","7","","","","","1","3","2","3","","","","","","","","","6","6","3","3","","","","","","","","","","","","","7","1","4","1","","","","","","","","","","","","","7","1","5","1","","","","","","","","","8","","","","","6","","8","","","9","","","","7","","","","5","","2","","","","","","","","","","","23","2","2","","","","US President A","","Baseball B","Box Office B","","Crime A","","Population A","","Ocean Size A","ocean","movies","politics","population","baseball","crime"
"R_b8dRxLTrWMRhcNu","0","6/7/12 21:10","6/7/12 21:16","","30","60","","","","100","","","","","","","30","","","","","","80","","","100","","70","100","30","100","","","0","100","","","100","80","","","","","80","100","","","100","0","","","","","","","5","4","3","3","5","3","4","3","","","","","","","","","","","","","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","6","7","4","6","","","","","","","","","","","","","","","","","","","","","7","2","2","2","","","","","","","","","7","3","3","2","","","","","","8","7","","","","11","","","","","","","7","","","","","","7","","","11","","2","","","","","","","","","","","41","1","2","","Rain B","Temperature A","","Football A","","","Housing Prices B","","","Population B","","Ocean Size A","temp","rain","housing","football","ocean","population"
"R_4ZXVYFjGV8SPM4Q","0","6/7/12 21:12","6/7/12 21:18","","75","","","","","","","","50","","50","20","","","","","","","","","50","100","","80","100","","","","","","","90","100","100","50","","","","","","","99","100","100","0","100","90","","","","","7","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","7","1","7","1","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","7","1","7","1","","","","","","1","","","","","","","","1","","1","1","","","","","","","","","1","11","","2","","","","","","","","","","","45","2","2","I think sporting events are fixed and movie revenues reports are manipulated so they are both known in advance by some people.","Rain B","","","","Baseball B","Box Office B","Housing Prices A","","","","Soccer B","Ocean Size A","baseball","rain","movies","soccer","ocean","housing"
"R_ebNLjB4nJkNAPZO","0","6/7/12 21:10","6/7/12 21:19","","","40","","60","","","","","","","100","","","80","","40","","","","","65","","","","","100","85","100","85","","","100","60","","","50","100","100","85","","","65","100","","","","","","","","","","","","","5","7","1","6","","","","","2","4","5","6","","","","","","","","","","","","","","","","","","","","","","","","","6","1","6","1","","","","","","","","","3","5","6","3","","","","","2","3","1","5","","","","","","","","","","","","","","","","","3","3","2","2","","","","","","","","","","","5","","6","","","","","","","11","","","8","","4","","","","","10","","","2","","","","","","","","","","","27","1","2","","","Temperature A","US President A","","","Box Office B","","Crime A","State Size A","","Soccer B","","movies","crime","politics","temp","soccer","state size"
"R_1RkvC2rFM8VLvww","0","6/7/12 20:57","6/7/12 21:19","","","10","","","","50","","","","","","","80","","","0","","","","","50","","0","","","60","100","","","50","100","","","100","60","","","60","100","","","100","50","100","40","","","","","","","","","","","6","2","4","4","","","","","","","","","","","","","4","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","5","6","4","6","","","","","","","","","7","1","4","4","","","","","","","","","","","","","","","","","5","7","4","6","","","","","7","1","5","3","","","7","","","","3","","","","","","","7","","","4","","","","","2","","7","2","","","","","","","","","","","50","2","2","None","","Temperature A","","Football A","","","Housing Prices B","","State Size A","","Soccer B","Ocean Size B","soccer","football","state size","housing","ocean","temp"
"R_dnBXinYtkjK50Wg","0","6/7/12 21:13","6/7/12 21:20","50","","","","25","","50","","","60","","","","","","1","","","5","","","","","","100","70","","","25","100","65","100","","","","","40","100","","","45","100","","","","","80","100","1","7","1","7","","","","","","","","","","","","","1","5","1","6","","","","","1","7","1","7","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","1","","","","10","","1","","","1","","","","","","8","","","5","","","","","","2","","","","","","","","","","","53","1","2","","Rain A","","US President A","Football A","Baseball B","","","Crime B","","Population A","","","crime","rain","baseball","football","population","politics"
"R_exM5ZGbWYes1dIw","0","6/7/12 21:14","6/7/12 21:22","","40","","","","45","50","","","","","","50","","","25","","0","","","","","","","100","70","","","100","80","100","100","","","100","90","60","100","100","75","","","","","","","","","","","","","1","7","1","3","","","","","","","","","","","","","1","2","1","5","1","6","1","4","","","","","","","","","","","","","","","","","","","","","3","7","1","4","","","","","","","","","1","7","1","3","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","7","1","","","","","","3","","","5","","9","","","","","","","2","","","","","","","","","","","33","2","2","","Rain B","","US President B","Football A","","","Housing Prices A","Crime B","State Size B","","","","politics","crime","football","state size","housing","rain"
"R_dcIUBbBIoTrxn3m","0","6/7/12 21:19","6/7/12 21:29","40","","","60","","50","","0","","","","","","","","20","","","","","","","100","","40","100","100","30","100","70","0","100","","","","","60","100","","","","","","","100","20","","","2","5","1","3","","","","","","","","","2","5","2","3","","","","","2","3","2","6","","","","","2","6","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","","7","6","7","1","","","","","7","","","8","","6","","6","","","","","","","","7","","","","","","","8","","2","","","","","","","","","","","43","2","2","","Rain A","Temperature B","US President B","Football B","","","","Crime B","","","","Ocean Size A","politics","crime","rain","temp","football","ocean"
"R_0AtuRayqdJva12Q","0","6/7/12 21:18","6/7/12 21:29","75","","80","","","","","","80","","40","","","","","","","","","65","50","","","","100","0","0","100","","","","","0","100","","","","","","","0","100","0","100","","","100","","4","7","7","7","","","","","7","2","7","1","","","","","","","","","","","","","","","","","","","","","4","5","6","4","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","5","6","7","7","2","2","7","","","","","","","","","","","","","4","","4","","","","","","1","","11","","","","","","","","","3","3","","","","1","","","","1","","1","","","","","24","1","2","no","Rain A","Temperature A","","","Baseball A","Box Office A","","","","Population B","Soccer A","","soccer","baseball","movies","population","temp","rain"
"R_exun6bd7oTfdaDO","0","6/7/12 21:23","6/7/12 21:29","","","","","","40","","","","75","","75","","50","","","100","","","80","","","","","","","","","100","50","","","30","100","50","100","","","100","0","40","100","","","","","20","100","","","","","","","","","","","","","","","","","","","","","3","4","4","3","","","","","","","","","","","","","5","3","5","3","","","","","3","4","2","3","","","","","3","5","4","3","","","","","","","","","4","3","5","4","","","","","","","","","4","5","5","3","","","","","","","","","","","","","","","","","","","","","","4","","","","11","","8","","3","","","2","","","1","","","","","2","","","","","","","","","","","18","1","2","","","","US President B","","Baseball B","Box Office B","Housing Prices B","","State Size A","Population B","","","politics","movies","housing","baseball","population","state size"
"R_6VTQcsz78Cct3SY","0","6/7/12 21:26","6/7/12 21:31","","","20","","","","","","","50","","80","","","","20","","","0","","40","","","","","","100","50","","","","","70","100","","","40","100","","","50","100","70","100","","","90","100","","","","","","","","","2","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","1","5","1","5","","","","","2","5","1","3","","","","","","","","","","","","","6","1","7","2","","","","","","","","","6","1","7","1","","","","","2","5","1","5","","","","","","","","","","","","","","","4","","","","","","","4","","8","","","","5","","","8","","6","","","","2","","","","","","","","","","","21","1","2","Kind of a random interesting survey...","","Temperature A","","","Baseball B","Box Office B","","Crime B","","Population A","Soccer A","","temp","crime","soccer","movies","population","baseball"
"R_6lOIHgMw3R2ka8Y","0","6/7/12 21:25","6/7/12 21:31","","40","","","60","","","","","","","","30","","0","","20","","","","","40","","","60","100","","","100","80","","","","","100","60","100","49","100","80","","","100","40","","","","","","","","","2","5","2","6","","","","","","","","","1","2","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","7","3","6","","","","","5","3","3","3","","","","","7","1","7","1","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","7","","","10","","","","","","","","1","","8","","7","","","","","1","","","2","","","","","","","","","","","36","1","2","a couple of the last set of questions took me a minute to figure out what I was doing.  The wording of the top one in the list confused me for a minute.  ","Rain B","","US President A","","","","Housing Prices A","Crime A","State Size A","","Soccer B","","soccer","crime","rain","state size","housing","politics"
"R_3q6SK2hlxwBgb0U","0","6/7/12 21:27","6/7/12 21:32","23","","","56","","","50","","","","","","53","","","","45","","","","","","","12","100","80","75","100","","","100","70","","","100","65","","","60","100","","","","","100","80","","","2","2","3","2","","","","","","","","","1","2","2","2","","","","","","","","","2","2","3","4","","","","","","","","","","","","","","","","","","","","","3","2","4","2","","","","","","","","","","","","","5","4","5","5","","","","","","","","","","","","","","","","","","","","","","","","","2","1","3","3","1","","","3","","","3","","","","","","2","","","","1","","","","","","","2","2","","","","","","","","","","","19","2","2","","Rain A","Temperature B","","Football A","","","Housing Prices A","","State Size A","","","Ocean Size B","football","ocean","rain","temp","state size","housing"
"R_bga8gh0fiVp4KVu","0","6/7/12 21:16","6/7/12 21:32","","","","50","","","50","","","","","50","10","","","","","0","","","","","","0","","","50","100","","","100","20","40","100","59","100","","","100","40","","","","","100","15","","","","","","","","","","","","","","","3","5","3","5","","","","","","","","","2","6","2","6","","","","","","","","","","","","","","","","","1","7","1","7","4","4","4","4","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","8","","","4","","","","","1","6","","","","","9","","","","","","11","2","","","","","","","","","","","20","1","2","","","Temperature B","","Football A","","Box Office B","Housing Prices A","","State Size B","","","Ocean Size B","temp","movies","state size","housing","ocean","football"
"R_aYs34lQ75mcnPpi","0","6/7/12 21:27","6/7/12 21:36","","","","","50","","","","50","","30","","","","","20","","","20","","60","","","","","","","","100","100","","","90","100","","","60","100","","","60","100","100","80","","","100","100","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","2","6","2","5","","","","","4","4","3","6","","","","","","","","","","","","","","","","","7","2","6","1","","","","","","","","","7","2","7","1","","","","","4","5","2","3","","","","","","","","","","","","","","","","","7","","","","1","","2","","","","","3","","","4","","2","","","","2","","","","","","","","","","","19","2","2","","","","US President A","","Baseball A","Box Office A","","Crime B","","Population A","Soccer A","","soccer","crime","movies","population","politics","baseball"
"R_bj55pMSz5RfX5M8","0","6/7/12 21:30","6/7/12 21:37","","30","","","","80","","","","","","","","60","","20","","","","","40","","","80","40","100","","","40","100","","","","","100","70","60","100","","","","","100","40","100","80","","","","","","","6","2","2","5","","","","","","","","","","","","","1","4","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2","5","1","","","","","5","4","4","2","","","","","","","","","","","","","","","","","2","4","1","5","","","","","","","","","7","1","6","1","","5","","","","9","","","","","","","","7","","8","","","","","2","","","3","2","","","","","","","","","","","33","2","2","","Rain B","","US President B","","","","Housing Prices B","Crime B","","","Soccer A","Ocean Size B","crime","housing","soccer","politics","ocean","rain"
"R_bklVqj7dImKiQW8","0","6/7/12 21:31","6/7/12 21:37","60","","","100","51","","","","","","","","60","","","","","20","","","","50","","","100","50","100","50","100","50","","","","","50","100","","","100","50","","","50","100","","","","","2","4","2","3","","","","","","","","","6","6","2","2","3","5","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","4","3","","","","","","","","","","","","","","","","","6","5","4","3","","","","","","","","","","","","","2","3","2","7","","","","","","","","","2","","","2","7","","","","","","","","2","","","","","4","","","","2","","","1","","","","","","","","","","","22","1","2","","Rain A","Temperature B","US President A","","","","Housing Prices A","","State Size B","","Soccer B","","temp","state size","soccer","housing","politics","rain"
"R_3Dk4KAG4dM9FjBG","0","6/7/12 21:30","6/7/12 21:38","","","","","","45","50","","","50","","95","","","","","20","","","100","","","","","","","","","100","45","25","100","5","100","","","","","40","100","0","100","","","","","80","100","","","","","","","","","","","","","","","","","","","","","2","6","1","4","1","7","1","7","","","","","","","","","1","7","1","7","","","","","1","3","1","5","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","6","10","","","8","","11","","","","","1","","","11","","","","","2","","","","","","","","","","","32","1","2","Fun study.","","","US President B","Football A","Baseball B","Box Office B","","","State Size A","Population B","","","state size","politics","movies","population","football","baseball"
"R_6QiSVoxfb7jeP8o","0","6/7/12 21:35","6/7/12 21:40","","","","8","","","","","2","","40","","","","","20","","","30","","","","9","","","","100","50","","","","","40","100","","","30","100","","","50","100","","","100","75","45","100","","","","","","","","","","","","","6","2","5","6","","","","","","","","","","","","","","","","","5","2","6","3","","","","","2","4","1","6","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","7","1","7","1","","","","","","","","","","","","","7","1","7","1","","","","","","","","9","","","","","2","","5","","","","","5","","","3","","","","9","","1","1","","1","","1","","1","","","","20","1","2","","","Temperature B","","","Baseball A","Box Office A","","Crime B","","Population A","","Ocean Size A","ocean","temp","baseball","crime","movies","population"
"R_agEiBGDdukUVrq4","0","6/7/12 21:28","6/7/12 21:40","","","","","","","","35","40","","40","","","","","","60","","","","40","","","25","","","","","","","0","100","0","100","","","","","100","0","","","0","100","100","0","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","7","1","1","1","7","","","","","4","1","2","6","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","4","1","1","7","","","","","","","","","7","1","7","1","","","","","","","","4","4","","10","","","","","","5","","","","6","","","11","2","","","","","","","","","","","45","2","2","None","","","","Football B","Baseball A","Box Office A","","","State Size A","","Soccer A","Ocean Size B","state size","movies","baseball","soccer","ocean","football"
"R_1TRHjMvuZaVWZy4","0","6/7/12 21:31","6/7/12 21:41","","","50","","","","50","","","50","100","","","","","","","","20","","","","","20","","","100","50","","","50","100","100","60","","","","","","","30","100","","","100","60","100","70","","","","","","","","","3","2","2","2","","","","","","","","","","","","","1","7","1","7","","","","","","","","","1","7","1","7","2","6","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","6","2","7","1","","","2","","","","1","","","1","4","","","","","","","","5","","","","","3","2","","","","","","","","","","","58","2","2","no","","Temperature A","","Football A","Baseball B","Box Office A","","","","Population A","","Ocean Size B","football","movies","population","baseball","temp","ocean"
"R_0PNPwMc5UNxtnta","0","6/7/12 21:35","6/7/12 21:42","","40","","","66","","50","","","","","","","40","","","55","","","","50","","","","100","45","","","100","33","100","50","","","45","100","","","100","45","","","100","50","","","","","","","","","6","6","1","6","","","","","","","","","2","6","2","6","","","","","1","5","1","7","","","","","","","","","","","","","","","","","","","","","","","","","6","6","1","5","","","","","","","","","7","1","7","1","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","7","","","11","","1","","","","","","","1","","","7","","","","1","","","","1","","","","1","1","","","","","","42","1","2","","Rain B","","US President A","Football A","","","Housing Prices B","","State Size A","","Soccer A","","housing","rain","soccer","politics","football","state size"
"R_bgCzumhLQ69GhvK","0","6/7/12 21:28","6/7/12 21:43","","","70","","","","70","","40","","","","50","","60","","","","","60","","","","","","","40","100","","","50","100","","","40","100","100","60","","","50","100","","","","","100","40","","","","","","","","","5","5","6","5","","","","","","","","","","","","","5","4","4","4","","","","","4","4","4","5","","","","","","","","","","","","","5","4","4","5","","","","","5","5","6","5","","","","","","","","","","","","","","","","","5","4","5","5","","","","","","","","","","","","","","","","","","","6","","","","8","","9","","","","9","","7","","","","","10","","","","","1","","1","","","","","","1","1","","23","1","2","","","Temperature A","","Football A","Baseball A","","Housing Prices A","Crime A","","Population B","","","population","temp","housing","crime","football","baseball"
"R_9EJxc1KuwlyOxDe","0","6/7/12 21:32","6/7/12 21:44","","","","","","","75","","","","","50","","","100","","","100","30","","100","","","","","","","","","","50","100","50","100","","","50","100","50","100","100","50","100","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","1","3","","","","","","","","","","","","","","","","","6","7","1","7","","","","","","","","","5","4","7","1","","","","","","","","","7","1","7","1","7","1","7","1","","","","","5","5","1","1","","","","","","","","","","","","","","","","","","","4","","","","","5","","","4","","","2","2","","2","","","","2","","","","","","","","","","","33","2","2","Thank You!","","","","Football A","","Box Office B","","Crime A","State Size B","Population A","Soccer A","","state size","crime","movies","population","football","soccer"
"R_0GwzrKHqINC9Txy","0","6/7/12 21:34","6/7/12 21:44","","","","75","","50","","","","80","","","","","","30","40","","","","","","60","","","","100","80","100","80","","","","","","","70","100","90","100","","","","","100","60","30","100","","","","","","","","","","","","","1","6","1","7","","","","","1","5","1","6","","","","","","","","","","","","","1","6","1","7","","","","","","","","","","","","","","","","","","","","","5","4","5","4","7","1","7","1","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","8","","9","","","","7","","","","","","7","4","","","","","","5","","2","","","","","","","","","","","43","2","2","Thank you and good luck on your research!","","Temperature B","US President B","","Baseball B","","","Crime B","State Size A","","","Ocean Size A","politics","temp","crime","baseball","state size","ocean"
"R_8616oDgxyv3YQjq","0","6/7/12 21:40","6/7/12 21:47","","","","80","","","","50","","","0","","","","","15","","","","","","50","90","","","","100","40","","","100","90","10","100","","","20","100","","","","","50","100","100","60","","","","","","","","","","","","","","","5","5","1","4","","","","","","","","","","","","","7","7","1","7","","","","","","","","","1","7","1","3","","","","","","","","","","","","","","","","","5","6","1","3","","","","","","","","","","","","","","","","","","","","","5","6","2","5","7","1","7","1","","","","","","","","11","","","","3","","","11","","","","","9","","","","","","2","8","","2","","","","","","","","","","","32","2","2","no","","Temperature B","","Football B","","Box Office A","","Crime B","","","Soccer B","Ocean Size A","football","crime","movies","temp","ocean","soccer"
"R_cOKRpPP0dqKiHZO","0","6/7/12 21:29","6/7/12 21:48","45","","30","","","","","","","","","20","","","","","","","20","","","40","50","","100","55","100","75","","","","","80","100","","","","","","","80","100","100","50","100","75","","","4","7","2","5","","","","","1","7","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","7","1","5","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","1","7","1","7","7","1","7","1","","","","","1","","1","","","","","","","","","9","","","","","","","1","","","1","7","","2","","","","","","","","","","","40","2","2","","Rain A","Temperature A","","","","Box Office B","","","","Population A","Soccer B","Ocean Size A","temp","soccer","population","ocean","rain","movies"
"R_6FocZ5gf4OfCpve","0","6/7/12 21:43","6/7/12 21:50","","","10","","","","99","","30","","","","","","","","","100","100","","","50","","","","","100","0","","","0","100","","","","","","","0","100","0","100","0","100","","","0","100","","","","","","","","","3","6","1","4","","","","","","","","","","","","","4","5","3","3","","","","","4","5","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2","7","2","7","1","7","1","","","","","","","","","2","7","3","7","","","","","","","","","","","5","","","","11","","10","","","","","","","","","4","2","","","3","","","2","","","","","","","","","","","30","1","2","","","Temperature A","","Football A","Baseball A","","","","State Size B","Population A","Soccer B","","baseball","football","state size","population","soccer","temp"
"R_1LcuGR4JJYrP7iA","0","6/7/12 21:42","6/7/12 21:50","","29","","","88","","","","","","49","","","68","","","","0","","","","69","","","100","50","","","100","0","","","50","100","100","25","","","100","0","","","25","100","","","","","","","","","3","3","4","1","","","","","","","","","3","2","2","5","","","","","","","","","","","","","","","","","","","","","5","3","4","7","","","","","","","","","4","5","6","7","","","","","","","","","","","","","3","4","4","1","","","","","","","","","","","","","4","3","4","6","","","","","","","","","","3","","","10","","","","","","6","","","7","","","","4","","","","8","","","1","","1","1","","","","1","1","","","26","1","2","","Rain B","","US President A","","","Box Office A","Housing Prices B","","State Size B","","Soccer B","","soccer","state size","movies","rain","housing","politics"
